Random Seed:  6694
{'Airplane': 0, 'Bag': 1, 'Cap': 2, 'Car': 3, 'Chair': 4, 'Earphone': 5, 'Guitar': 6, 'Knife': 7, 'Lamp': 8, 'Laptop': 9, 'Motorbike': 10, 'Mug': 11, 'Pistol': 12, 'Rocket': 13, 'Skateboard': 14, 'Table': 15}
{'Airplane': 4, 'Bag': 2, 'Cap': 2, 'Car': 4, 'Chair': 4, 'Earphone': 3, 'Guitar': 3, 'Knife': 2, 'Lamp': 4, 'Laptop': 2, 'Motorbike': 6, 'Mug': 2, 'Pistol': 3, 'Rocket': 3, 'Skateboard': 3, 'Table': 3} 4
{'Airplane': 0, 'Bag': 1, 'Cap': 2, 'Car': 3, 'Chair': 4, 'Earphone': 5, 'Guitar': 6, 'Knife': 7, 'Lamp': 8, 'Laptop': 9, 'Motorbike': 10, 'Mug': 11, 'Pistol': 12, 'Rocket': 13, 'Skateboard': 14, 'Table': 15}
{'Airplane': 4, 'Bag': 2, 'Cap': 2, 'Car': 4, 'Chair': 4, 'Earphone': 3, 'Guitar': 3, 'Knife': 2, 'Lamp': 4, 'Laptop': 2, 'Motorbike': 6, 'Mug': 2, 'Pistol': 3, 'Rocket': 3, 'Skateboard': 3, 'Table': 3} 4
{'Airplane': 0, 'Bag': 1, 'Cap': 2, 'Car': 3, 'Chair': 4, 'Earphone': 5, 'Guitar': 6, 'Knife': 7, 'Lamp': 8, 'Laptop': 9, 'Motorbike': 10, 'Mug': 11, 'Pistol': 12, 'Rocket': 13, 'Skateboard': 14, 'Table': 15}
{'Airplane': 4, 'Bag': 2, 'Cap': 2, 'Car': 4, 'Chair': 4, 'Earphone': 3, 'Guitar': 3, 'Knife': 2, 'Lamp': 4, 'Laptop': 2, 'Motorbike': 6, 'Mug': 2, 'Pistol': 3, 'Rocket': 3, 'Skateboard': 3, 'Table': 3} 4
12137 2874
classes 16
/home/haoran/.local/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
[2: 123/379] train loss: 0.305255 accuracy: 0.937500
[2: 124/379] train loss: 0.156451 accuracy: 0.968750
[2: 125/379] train loss: 0.031838 accuracy: 1.000000
[2: 126/379] train loss: 0.086758 accuracy: 1.000000
[2: 127/379] train loss: 0.266032 accuracy: 0.906250
[2: 128/379] train loss: 0.581976 accuracy: 0.843750
[2: 129/379] train loss: 0.031891 accuracy: 1.000000
[2: 130/379] train loss: 0.197818 accuracy: 0.937500
[2: 130/379] [94mtest[39m loss: 0.157899 accuracy: 0.968750
[2: 131/379] train loss: 0.334135 accuracy: 0.937500
[2: 132/379] train loss: 0.070369 accuracy: 1.000000
[2: 133/379] train loss: 0.443634 accuracy: 0.843750
[2: 134/379] train loss: 0.284949 accuracy: 0.937500
[2: 135/379] train loss: 0.428568 accuracy: 0.875000
[2: 136/379] train loss: 0.298745 accuracy: 0.937500
[2: 137/379] train loss: 0.208306 accuracy: 0.937500
[2: 138/379] train loss: 0.357282 accuracy: 0.906250
[2: 139/379] train loss: 0.370899 accuracy: 0.843750
[2: 140/379] train loss: 0.276406 accuracy: 0.906250
[2: 140/379] [94mtest[39m loss: 0.227472 accuracy: 0.906250
[2: 141/379] train loss: 0.193233 accuracy: 0.968750
[2: 142/379] train loss: 0.244231 accuracy: 0.937500
[2: 143/379] train loss: 0.191235 accuracy: 0.968750
[2: 144/379] train loss: 0.097276 accuracy: 1.000000
[2: 145/379] train loss: 0.430083 accuracy: 0.843750
[2: 146/379] train loss: 0.272925 accuracy: 0.906250
[2: 147/379] train loss: 0.449913 accuracy: 0.875000
[2: 148/379] train loss: 0.361122 accuracy: 0.937500
[2: 149/379] train loss: 0.183257 accuracy: 0.968750
[2: 150/379] train loss: 0.124824 accuracy: 0.968750
[2: 150/379] [94mtest[39m loss: 0.279189 accuracy: 0.906250
[2: 151/379] train loss: 0.374968 accuracy: 0.875000
[2: 152/379] train loss: 0.508047 accuracy: 0.843750
[2: 153/379] train loss: 0.553610 accuracy: 0.906250
[2: 154/379] train loss: 0.591685 accuracy: 0.875000
[2: 155/379] train loss: 0.075651 accuracy: 1.000000
[2: 156/379] train loss: 0.396426 accuracy: 0.906250
[2: 157/379] train loss: 0.210368 accuracy: 0.937500
[2: 158/379] train loss: 0.323100 accuracy: 0.937500
[2: 159/379] train loss: 0.093963 accuracy: 1.000000
[2: 160/379] train loss: 0.578393 accuracy: 0.812500
[2: 160/379] [94mtest[39m loss: 0.141223 accuracy: 0.968750
[2: 161/379] train loss: 0.176795 accuracy: 0.968750
[2: 162/379] train loss: 0.286264 accuracy: 0.906250
[2: 163/379] train loss: 0.506063 accuracy: 0.906250
[2: 164/379] train loss: 0.159070 accuracy: 0.968750
[2: 165/379] train loss: 0.247657 accuracy: 0.937500
[2: 166/379] train loss: 0.470101 accuracy: 0.875000
[2: 167/379] train loss: 0.193510 accuracy: 0.937500
[2: 168/379] train loss: 0.556535 accuracy: 0.843750
[2: 169/379] train loss: 0.212302 accuracy: 0.937500
[2: 170/379] train loss: 0.143351 accuracy: 0.968750
[2: 170/379] [94mtest[39m loss: 0.294599 accuracy: 0.875000
[2: 171/379] train loss: 0.282562 accuracy: 0.937500
[2: 172/379] train loss: 0.139854 accuracy: 0.937500
[2: 173/379] train loss: 0.130978 accuracy: 0.968750
[2: 174/379] train loss: 0.307416 accuracy: 0.875000
[2: 175/379] train loss: 0.433925 accuracy: 0.937500
[2: 176/379] train loss: 0.139136 accuracy: 0.968750
[2: 177/379] train loss: 0.243802 accuracy: 0.875000
[2: 178/379] train loss: 0.126049 accuracy: 0.968750
[2: 179/379] train loss: 0.485001 accuracy: 0.875000
[2: 180/379] train loss: 0.245863 accuracy: 0.906250
[2: 180/379] [94mtest[39m loss: 0.060776 accuracy: 1.000000
[2: 181/379] train loss: 0.210943 accuracy: 0.937500
[2: 182/379] train loss: 0.467708 accuracy: 0.937500
[2: 183/379] train loss: 0.180222 accuracy: 0.937500
[2: 184/379] train loss: 0.378368 accuracy: 0.906250
[2: 185/379] train loss: 0.136094 accuracy: 0.937500
[2: 186/379] train loss: 0.097024 accuracy: 0.968750
[2: 187/379] train loss: 0.324064 accuracy: 0.875000
[2: 188/379] train loss: 0.081344 accuracy: 0.968750
[2: 189/379] train loss: 0.129607 accuracy: 0.968750
[2: 190/379] train loss: 0.298669 accuracy: 0.906250
[2: 190/379] [94mtest[39m loss: 0.237535 accuracy: 0.906250
[2: 191/379] train loss: 0.127760 accuracy: 0.937500
[2: 192/379] train loss: 0.214074 accuracy: 0.906250
[2: 193/379] train loss: 0.176270 accuracy: 0.906250
[2: 194/379] train loss: 0.074379 accuracy: 1.000000
[2: 195/379] train loss: 0.050199 accuracy: 1.000000
[2: 196/379] train loss: 0.297900 accuracy: 0.906250
[2: 197/379] train loss: 0.268335 accuracy: 0.937500
[2: 198/379] train loss: 0.359313 accuracy: 0.906250
[2: 199/379] train loss: 0.159129 accuracy: 0.937500
[2: 200/379] train loss: 0.095914 accuracy: 1.000000
[2: 200/379] [94mtest[39m loss: 0.296983 accuracy: 0.875000
[2: 201/379] train loss: 0.083113 accuracy: 0.968750
[2: 202/379] train loss: 0.070095 accuracy: 1.000000
[2: 203/379] train loss: 0.107126 accuracy: 0.937500
[2: 204/379] train loss: 0.152275 accuracy: 0.937500
[2: 205/379] train loss: 0.343976 accuracy: 0.843750
[2: 206/379] train loss: 0.303746 accuracy: 0.875000
[2: 207/379] train loss: 0.113853 accuracy: 0.937500
[2: 208/379] train loss: 0.186822 accuracy: 0.968750
[2: 209/379] train loss: 0.132362 accuracy: 1.000000
[2: 210/379] train loss: 0.177756 accuracy: 0.937500
[2: 210/379] [94mtest[39m loss: 0.393591 accuracy: 0.906250
[2: 211/379] train loss: 0.118221 accuracy: 0.968750
[2: 212/379] train loss: 0.080955 accuracy: 0.968750
[2: 213/379] train loss: 0.288803 accuracy: 0.937500
[2: 214/379] train loss: 0.207970 accuracy: 0.906250
[2: 215/379] train loss: 0.323522 accuracy: 0.968750
[2: 216/379] train loss: 0.329835 accuracy: 0.906250
[2: 217/379] train loss: 0.341910 accuracy: 0.875000
[2: 218/379] train loss: 0.197523 accuracy: 0.937500
[2: 219/379] train loss: 0.153539 accuracy: 0.906250
[2: 220/379] train loss: 0.070487 accuracy: 0.968750
[2: 220/379] [94mtest[39m loss: 0.249543 accuracy: 0.875000
[2: 221/379] train loss: 0.230319 accuracy: 0.937500
[2: 222/379] train loss: 0.209502 accuracy: 0.937500
[2: 223/379] train loss: 0.125040 accuracy: 0.968750
[2: 224/379] train loss: 0.164142 accuracy: 0.937500
[2: 225/379] train loss: 0.170215 accuracy: 0.875000
[2: 226/379] train loss: 0.180038 accuracy: 0.937500
[2: 227/379] train loss: 0.351459 accuracy: 0.906250
[2: 228/379] train loss: 0.194091 accuracy: 0.937500
[2: 229/379] train loss: 0.247036 accuracy: 0.937500
[2: 230/379] train loss: 0.281796 accuracy: 0.906250
[2: 230/379] [94mtest[39m loss: 0.093270 accuracy: 1.000000
[2: 231/379] train loss: 0.323826 accuracy: 0.875000
[2: 232/379] train loss: 0.406561 accuracy: 0.906250
[2: 233/379] train loss: 0.147909 accuracy: 0.968750
[2: 234/379] train loss: 0.941566 accuracy: 0.750000
[2: 235/379] train loss: 0.090603 accuracy: 0.968750
[2: 236/379] train loss: 0.878895 accuracy: 0.812500
[2: 237/379] train loss: 0.399735 accuracy: 0.812500
[2: 238/379] train loss: 0.233836 accuracy: 0.906250
[2: 239/379] train loss: 0.250754 accuracy: 0.937500
[2: 240/379] train loss: 0.272488 accuracy: 0.937500
[2: 240/379] [94mtest[39m loss: 0.292908 accuracy: 0.906250
[2: 241/379] train loss: 0.211699 accuracy: 0.937500
[2: 242/379] train loss: 0.365463 accuracy: 0.906250
[2: 243/379] train loss: 0.164509 accuracy: 0.968750
[2: 244/379] train loss: 0.230464 accuracy: 0.937500
[2: 245/379] train loss: 0.321363 accuracy: 0.906250
[2: 246/379] train loss: 0.241473 accuracy: 0.937500
[2: 247/379] train loss: 0.519965 accuracy: 0.906250
[2: 248/379] train loss: 0.341439 accuracy: 0.906250
[2: 249/379] train loss: 0.060003 accuracy: 1.000000
[2: 250/379] train loss: 0.475576 accuracy: 0.843750
[2: 250/379] [94mtest[39m loss: 0.289593 accuracy: 0.937500
[2: 251/379] train loss: 0.446718 accuracy: 0.875000
[2: 252/379] train loss: 0.132840 accuracy: 0.968750
[2: 253/379] train loss: 0.306112 accuracy: 0.906250
[2: 254/379] train loss: 0.329941 accuracy: 0.937500
[2: 255/379] train loss: 0.342438 accuracy: 0.906250
[2: 256/379] train loss: 0.227791 accuracy: 0.937500
[2: 257/379] train loss: 0.137173 accuracy: 0.968750
[2: 258/379] train loss: 0.499245 accuracy: 0.843750
[2: 259/379] train loss: 0.308947 accuracy: 0.875000
[2: 260/379] train loss: 0.354427 accuracy: 0.875000
[2: 260/379] [94mtest[39m loss: 0.122109 accuracy: 0.968750
[2: 261/379] train loss: 0.249052 accuracy: 0.937500
[2: 262/379] train loss: 0.225498 accuracy: 0.937500
[2: 263/379] train loss: 0.230085 accuracy: 0.968750
[2: 264/379] train loss: 0.436945 accuracy: 0.875000
[2: 265/379] train loss: 0.222063 accuracy: 0.906250
[2: 266/379] train loss: 0.353338 accuracy: 0.875000
[2: 267/379] train loss: 0.166377 accuracy: 0.937500
[2: 268/379] train loss: 0.287692 accuracy: 0.937500
[2: 269/379] train loss: 0.330429 accuracy: 0.843750
[2: 270/379] train loss: 0.251787 accuracy: 0.937500
[2: 270/379] [94mtest[39m loss: 0.020439 accuracy: 1.000000
[2: 271/379] train loss: 0.494746 accuracy: 0.906250
[2: 272/379] train loss: 0.049662 accuracy: 0.968750
[2: 273/379] train loss: 0.164293 accuracy: 0.937500
[2: 274/379] train loss: 0.177186 accuracy: 0.968750
[2: 275/379] train loss: 0.317970 accuracy: 0.906250
[2: 276/379] train loss: 0.194748 accuracy: 0.937500
[2: 277/379] train loss: 0.128086 accuracy: 0.937500
[2: 278/379] train loss: 0.136507 accuracy: 0.937500
[2: 279/379] train loss: 0.120309 accuracy: 0.968750
[2: 280/379] train loss: 0.115760 accuracy: 0.968750
[2: 280/379] [94mtest[39m loss: 0.170404 accuracy: 0.968750
[2: 281/379] train loss: 0.194390 accuracy: 0.937500
[2: 282/379] train loss: 0.132833 accuracy: 0.968750
[2: 283/379] train loss: 0.293194 accuracy: 0.875000
[2: 284/379] train loss: 0.320548 accuracy: 0.875000
[2: 285/379] train loss: 0.089606 accuracy: 0.968750
[2: 286/379] train loss: 0.208150 accuracy: 0.906250
[2: 287/379] train loss: 0.299869 accuracy: 0.906250
[2: 288/379] train loss: 0.150021 accuracy: 0.968750
[2: 289/379] train loss: 0.111425 accuracy: 0.968750
[2: 290/379] train loss: 0.305178 accuracy: 0.875000
[2: 290/379] [94mtest[39m loss: 0.312224 accuracy: 0.906250
[2: 291/379] train loss: 0.146747 accuracy: 0.968750
[2: 292/379] train loss: 0.019051 accuracy: 1.000000
[2: 293/379] train loss: 0.064075 accuracy: 1.000000
[2: 294/379] train loss: 0.051507 accuracy: 1.000000
[2: 295/379] train loss: 0.115575 accuracy: 0.937500
[2: 296/379] train loss: 0.060869 accuracy: 1.000000
[2: 297/379] train loss: 0.264445 accuracy: 0.906250
[2: 298/379] train loss: 0.192836 accuracy: 0.937500
[2: 299/379] train loss: 0.046867 accuracy: 1.000000
[2: 300/379] train loss: 0.093164 accuracy: 0.968750
[2: 300/379] [94mtest[39m loss: 0.568633 accuracy: 0.750000
[2: 301/379] train loss: 0.280692 accuracy: 0.937500
[2: 302/379] train loss: 0.158834 accuracy: 0.937500
[2: 303/379] train loss: 0.246227 accuracy: 0.906250
[2: 304/379] train loss: 0.132672 accuracy: 0.968750
[2: 305/379] train loss: 0.175424 accuracy: 0.906250
[2: 306/379] train loss: 0.165505 accuracy: 0.968750
[2: 307/379] train loss: 0.146967 accuracy: 0.937500
[2: 308/379] train loss: 0.075308 accuracy: 0.968750
[2: 309/379] train loss: 0.256937 accuracy: 0.937500
[2: 310/379] train loss: 0.145165 accuracy: 0.968750
[2: 310/379] [94mtest[39m loss: 0.129208 accuracy: 0.968750
[2: 311/379] train loss: 0.297647 accuracy: 0.875000
[2: 312/379] train loss: 0.381936 accuracy: 0.875000
[2: 313/379] train loss: 0.083170 accuracy: 0.968750
[2: 314/379] train loss: 0.273301 accuracy: 0.968750
[2: 315/379] train loss: 0.433856 accuracy: 0.843750
[2: 316/379] train loss: 0.141212 accuracy: 0.968750
[2: 317/379] train loss: 0.192106 accuracy: 0.937500
[2: 318/379] train loss: 0.267679 accuracy: 0.906250
[2: 319/379] train loss: 0.323024 accuracy: 0.906250
[2: 320/379] train loss: 0.250170 accuracy: 0.906250
[2: 320/379] [94mtest[39m loss: 0.229324 accuracy: 0.906250
[2: 321/379] train loss: 0.224061 accuracy: 0.875000
[2: 322/379] train loss: 0.527973 accuracy: 0.812500
[2: 323/379] train loss: 0.115138 accuracy: 0.968750
[2: 324/379] train loss: 0.307919 accuracy: 0.875000
[2: 325/379] train loss: 0.206409 accuracy: 0.937500
[2: 326/379] train loss: 0.200607 accuracy: 0.937500
[2: 327/379] train loss: 0.169431 accuracy: 0.937500
[2: 328/379] train loss: 0.192205 accuracy: 0.937500
[2: 329/379] train loss: 0.208172 accuracy: 0.937500
[2: 330/379] train loss: 0.104758 accuracy: 1.000000
[2: 330/379] [94mtest[39m loss: 0.108061 accuracy: 0.968750
[2: 331/379] train loss: 0.086865 accuracy: 0.968750
[2: 332/379] train loss: 0.156264 accuracy: 0.968750
[2: 333/379] train loss: 0.288270 accuracy: 0.937500
[2: 334/379] train loss: 0.272348 accuracy: 0.937500
[2: 335/379] train loss: 0.062945 accuracy: 1.000000
[2: 336/379] train loss: 0.354802 accuracy: 0.812500
[2: 337/379] train loss: 0.184322 accuracy: 0.937500
[2: 338/379] train loss: 0.460343 accuracy: 0.843750
[2: 339/379] train loss: 0.258773 accuracy: 0.843750
[2: 340/379] train loss: 0.392167 accuracy: 0.906250
[2: 340/379] [94mtest[39m loss: 0.288915 accuracy: 0.937500
[2: 341/379] train loss: 0.314050 accuracy: 0.906250
[2: 342/379] train loss: 0.153857 accuracy: 0.937500
[2: 343/379] train loss: 0.112049 accuracy: 0.968750
[2: 344/379] train loss: 0.382958 accuracy: 0.906250
[2: 345/379] train loss: 0.097761 accuracy: 0.968750
[2: 346/379] train loss: 0.095808 accuracy: 0.968750
[2: 347/379] train loss: 0.202912 accuracy: 0.906250
[2: 348/379] train loss: 0.175275 accuracy: 0.906250
[2: 349/379] train loss: 0.070283 accuracy: 1.000000
[2: 350/379] train loss: 0.275611 accuracy: 0.937500
[2: 350/379] [94mtest[39m loss: 0.157044 accuracy: 0.968750
[2: 351/379] train loss: 0.256407 accuracy: 0.968750
[2: 352/379] train loss: 0.078425 accuracy: 1.000000
[2: 353/379] train loss: 0.156738 accuracy: 0.937500
[2: 354/379] train loss: 0.325530 accuracy: 0.875000
[2: 355/379] train loss: 0.217788 accuracy: 0.937500
[2: 356/379] train loss: 0.112760 accuracy: 0.968750
[2: 357/379] train loss: 0.328279 accuracy: 0.906250
[2: 358/379] train loss: 0.081078 accuracy: 0.968750
[2: 359/379] train loss: 0.163344 accuracy: 0.937500
[2: 360/379] train loss: 0.217578 accuracy: 0.968750
[2: 360/379] [94mtest[39m loss: 0.097606 accuracy: 1.000000
[2: 361/379] train loss: 0.149283 accuracy: 0.937500
[2: 362/379] train loss: 0.099086 accuracy: 0.968750
[2: 363/379] train loss: 0.178411 accuracy: 0.968750
[2: 364/379] train loss: 0.306025 accuracy: 0.968750
[2: 365/379] train loss: 0.146031 accuracy: 0.906250
[2: 366/379] train loss: 0.137002 accuracy: 0.937500
[2: 367/379] train loss: 0.086515 accuracy: 0.968750
[2: 368/379] train loss: 0.168020 accuracy: 0.937500
[2: 369/379] train loss: 0.028177 accuracy: 1.000000
[2: 370/379] train loss: 0.175105 accuracy: 0.937500
[2: 370/379] [94mtest[39m loss: 0.426279 accuracy: 0.875000
[2: 371/379] train loss: 0.275109 accuracy: 0.906250
[2: 372/379] train loss: 0.479589 accuracy: 0.906250
[2: 373/379] train loss: 0.111819 accuracy: 0.968750
[2: 374/379] train loss: 0.211773 accuracy: 0.906250
[2: 375/379] train loss: 0.151887 accuracy: 0.937500
[2: 376/379] train loss: 0.035620 accuracy: 1.000000
[2: 377/379] train loss: 0.118098 accuracy: 0.968750
[2: 378/379] train loss: 0.315302 accuracy: 0.875000
[2: 379/379] train loss: 0.532321 accuracy: 0.250000
[3: 0/379] train loss: 0.026244 accuracy: 1.000000
[3: 0/379] [94mtest[39m loss: 0.411847 accuracy: 0.875000
[3: 1/379] train loss: 0.042069 accuracy: 1.000000
[3: 2/379] train loss: 0.087397 accuracy: 0.968750
[3: 3/379] train loss: 1.164412 accuracy: 0.843750
[3: 4/379] train loss: 0.235354 accuracy: 0.937500
[3: 5/379] train loss: 0.174132 accuracy: 0.937500
[3: 6/379] train loss: 0.170840 accuracy: 0.906250
[3: 7/379] train loss: 0.365797 accuracy: 0.906250
[3: 8/379] train loss: 0.415188 accuracy: 0.843750
[3: 9/379] train loss: 0.456409 accuracy: 0.875000
[3: 10/379] train loss: 0.309487 accuracy: 0.875000
[3: 10/379] [94mtest[39m loss: 0.297293 accuracy: 0.906250
[3: 11/379] train loss: 0.102281 accuracy: 0.937500
[3: 12/379] train loss: 0.388452 accuracy: 0.843750
[3: 13/379] train loss: 0.266084 accuracy: 0.875000
[3: 14/379] train loss: 0.484462 accuracy: 0.843750
[3: 15/379] train loss: 0.120743 accuracy: 0.937500
[3: 16/379] train loss: 0.265086 accuracy: 0.937500
[3: 17/379] train loss: 0.213940 accuracy: 0.937500
[3: 18/379] train loss: 0.040373 accuracy: 1.000000
[3: 19/379] train loss: 0.094400 accuracy: 0.968750
[3: 20/379] train loss: 0.058484 accuracy: 0.968750
[3: 20/379] [94mtest[39m loss: 0.115171 accuracy: 0.968750
[3: 21/379] train loss: 0.335172 accuracy: 0.906250
[3: 22/379] train loss: 0.482372 accuracy: 0.781250
[3: 23/379] train loss: 0.243256 accuracy: 0.937500
[3: 24/379] train loss: 0.190134 accuracy: 0.937500
[3: 25/379] train loss: 0.242034 accuracy: 0.906250
[3: 26/379] train loss: 0.379040 accuracy: 0.906250
[3: 27/379] train loss: 0.103649 accuracy: 0.968750
[3: 28/379] train loss: 0.226826 accuracy: 0.906250
[3: 29/379] train loss: 0.283748 accuracy: 0.937500
[3: 30/379] train loss: 0.371398 accuracy: 0.906250
[3: 30/379] [94mtest[39m loss: 0.340199 accuracy: 0.875000
[3: 31/379] train loss: 0.071241 accuracy: 1.000000
[3: 32/379] train loss: 0.041116 accuracy: 1.000000
[3: 33/379] train loss: 0.123772 accuracy: 1.000000
[3: 34/379] train loss: 0.067227 accuracy: 0.968750
[3: 35/379] train loss: 0.170518 accuracy: 0.968750
[3: 36/379] train loss: 0.424888 accuracy: 0.843750
[3: 37/379] train loss: 0.146303 accuracy: 0.968750
[3: 38/379] train loss: 0.096327 accuracy: 0.968750
[3: 39/379] train loss: 0.201567 accuracy: 0.937500
[3: 40/379] train loss: 0.029079 accuracy: 1.000000
[3: 40/379] [94mtest[39m loss: 0.156130 accuracy: 0.968750
[3: 41/379] train loss: 0.106033 accuracy: 0.968750
[3: 42/379] train loss: 0.254128 accuracy: 0.906250
[3: 43/379] train loss: 0.437815 accuracy: 0.875000
[3: 44/379] train loss: 0.066276 accuracy: 1.000000
[3: 45/379] train loss: 0.344254 accuracy: 0.843750
[3: 46/379] train loss: 0.072059 accuracy: 0.968750
[3: 47/379] train loss: 0.026837 accuracy: 1.000000
[3: 48/379] train loss: 0.408440 accuracy: 0.875000
[3: 49/379] train loss: 0.168447 accuracy: 0.937500
[3: 50/379] train loss: 0.204856 accuracy: 0.906250
[3: 50/379] [94mtest[39m loss: 0.175634 accuracy: 0.968750
[3: 51/379] train loss: 0.295832 accuracy: 0.937500
[3: 52/379] train loss: 0.070787 accuracy: 0.968750
[3: 53/379] train loss: 0.082676 accuracy: 0.968750
[3: 54/379] train loss: 0.411277 accuracy: 0.906250
[3: 55/379] train loss: 0.605289 accuracy: 0.937500
[3: 56/379] train loss: 0.347235 accuracy: 0.906250
[3: 57/379] train loss: 0.106909 accuracy: 0.968750
[3: 58/379] train loss: 0.050537 accuracy: 0.968750
[3: 59/379] train loss: 0.105901 accuracy: 0.937500
[3: 60/379] train loss: 0.651848 accuracy: 0.812500
[3: 60/379] [94mtest[39m loss: 0.248696 accuracy: 0.937500
[3: 61/379] train loss: 0.164520 accuracy: 0.968750
[3: 62/379] train loss: 0.143243 accuracy: 0.968750
[3: 63/379] train loss: 0.074586 accuracy: 1.000000
[3: 64/379] train loss: 0.307442 accuracy: 0.906250
[3: 65/379] train loss: 0.318372 accuracy: 0.843750
[3: 66/379] train loss: 0.113855 accuracy: 0.968750
[3: 67/379] train loss: 0.235001 accuracy: 0.937500
[3: 68/379] train loss: 0.179143 accuracy: 0.937500
[3: 69/379] train loss: 0.194387 accuracy: 0.968750
[3: 70/379] train loss: 0.105462 accuracy: 0.968750
[3: 70/379] [94mtest[39m loss: 0.117209 accuracy: 1.000000
[3: 71/379] train loss: 0.178486 accuracy: 0.968750
[3: 72/379] train loss: 0.325313 accuracy: 0.843750
[3: 73/379] train loss: 0.133628 accuracy: 0.968750
[3: 74/379] train loss: 0.188443 accuracy: 0.968750
[3: 75/379] train loss: 0.140275 accuracy: 0.968750
[3: 76/379] train loss: 0.543974 accuracy: 0.875000
[3: 77/379] train loss: 0.194009 accuracy: 0.937500
[3: 78/379] train loss: 0.148560 accuracy: 0.937500
[3: 79/379] train loss: 0.193290 accuracy: 0.937500
[3: 80/379] train loss: 0.158156 accuracy: 0.937500
[3: 80/379] [94mtest[39m loss: 0.317619 accuracy: 0.875000
[3: 81/379] train loss: 0.323993 accuracy: 0.906250
[3: 82/379] train loss: 0.182835 accuracy: 0.937500
[3: 83/379] train loss: 0.164082 accuracy: 0.937500
[3: 84/379] train loss: 0.170731 accuracy: 0.968750
[3: 85/379] train loss: 0.032230 accuracy: 1.000000
[3: 86/379] train loss: 0.028367 accuracy: 1.000000
[3: 87/379] train loss: 0.204207 accuracy: 0.968750
[3: 88/379] train loss: 0.306808 accuracy: 0.875000
[3: 89/379] train loss: 0.235786 accuracy: 0.906250
[3: 90/379] train loss: 0.186263 accuracy: 0.968750
[3: 90/379] [94mtest[39m loss: 0.027259 accuracy: 1.000000
[3: 91/379] train loss: 0.067120 accuracy: 1.000000
[3: 92/379] train loss: 0.464132 accuracy: 0.906250
[3: 93/379] train loss: 0.211239 accuracy: 0.906250
[3: 94/379] train loss: 0.706365 accuracy: 0.812500
[3: 95/379] train loss: 0.073105 accuracy: 0.968750
[3: 96/379] train loss: 0.282314 accuracy: 0.906250
[3: 97/379] train loss: 0.199521 accuracy: 0.937500
[3: 98/379] train loss: 0.148976 accuracy: 0.906250
[3: 99/379] train loss: 0.135003 accuracy: 0.968750
[3: 100/379] train loss: 0.165990 accuracy: 0.937500
[3: 100/379] [94mtest[39m loss: 0.284672 accuracy: 0.875000
[3: 101/379] train loss: 0.372767 accuracy: 0.843750
[3: 102/379] train loss: 0.217609 accuracy: 0.937500
[3: 103/379] train loss: 0.229473 accuracy: 0.937500
[3: 104/379] train loss: 0.121553 accuracy: 0.968750
[3: 105/379] train loss: 0.133484 accuracy: 0.968750
[3: 106/379] train loss: 0.096783 accuracy: 0.968750
[3: 107/379] train loss: 0.075840 accuracy: 0.968750
[3: 108/379] train loss: 0.051195 accuracy: 1.000000
[3: 109/379] train loss: 0.077509 accuracy: 0.968750
[3: 110/379] train loss: 0.106272 accuracy: 0.968750
[3: 110/379] [94mtest[39m loss: 0.127364 accuracy: 0.968750
[3: 111/379] train loss: 0.307229 accuracy: 0.937500
[3: 112/379] train loss: 0.138260 accuracy: 0.937500
[3: 113/379] train loss: 0.084277 accuracy: 0.968750
[3: 114/379] train loss: 0.102554 accuracy: 0.937500
[3: 115/379] train loss: 0.088259 accuracy: 0.968750
[3: 116/379] train loss: 0.108916 accuracy: 0.937500
[3: 117/379] train loss: 0.057633 accuracy: 1.000000
[3: 118/379] train loss: 0.146834 accuracy: 0.968750
[3: 119/379] train loss: 0.091666 accuracy: 1.000000
[3: 120/379] train loss: 0.075905 accuracy: 0.937500
[3: 120/379] [94mtest[39m loss: 0.036456 accuracy: 1.000000
[3: 121/379] train loss: 0.173676 accuracy: 0.937500
[3: 122/379] train loss: 0.059741 accuracy: 0.968750
[3: 123/379] train loss: 0.101491 accuracy: 0.968750
[3: 124/379] train loss: 0.416766 accuracy: 0.906250
[3: 125/379] train loss: 0.254259 accuracy: 0.906250
[3: 126/379] train loss: 0.092913 accuracy: 0.968750
[3: 127/379] train loss: 0.071459 accuracy: 1.000000
[3: 128/379] train loss: 0.301955 accuracy: 0.937500
[3: 129/379] train loss: 0.174955 accuracy: 0.937500
[3: 130/379] train loss: 0.038245 accuracy: 1.000000
[3: 130/379] [94mtest[39m loss: 0.111495 accuracy: 0.968750
[3: 131/379] train loss: 0.266759 accuracy: 0.906250
[3: 132/379] train loss: 0.192943 accuracy: 0.937500
[3: 133/379] train loss: 0.067125 accuracy: 0.937500
[3: 134/379] train loss: 0.085630 accuracy: 0.968750
[3: 135/379] train loss: 0.054902 accuracy: 1.000000
