/home/haoran/.local/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
[1: 35/379] train loss: 0.268426 accuracy: 0.937500
[1: 36/379] train loss: 0.168746 accuracy: 0.937500
[1: 37/379] train loss: 0.327512 accuracy: 0.937500
[1: 38/379] train loss: 0.319483 accuracy: 0.937500
[1: 39/379] train loss: 0.225121 accuracy: 0.937500
[1: 40/379] train loss: 0.455475 accuracy: 0.843750
[1: 40/379] [94mtest[39m loss: 0.402822 accuracy: 0.875000
[1: 41/379] train loss: 0.172057 accuracy: 0.937500
[1: 42/379] train loss: 0.284499 accuracy: 0.906250
[1: 43/379] train loss: 0.297872 accuracy: 0.906250
[1: 44/379] train loss: 0.302849 accuracy: 0.937500
[1: 45/379] train loss: 0.287378 accuracy: 0.937500
[1: 46/379] train loss: 0.121964 accuracy: 0.968750
[1: 47/379] train loss: 0.342280 accuracy: 0.906250
[1: 48/379] train loss: 0.264642 accuracy: 0.906250
[1: 49/379] train loss: 0.492527 accuracy: 0.812500
[1: 50/379] train loss: 0.242772 accuracy: 0.937500
[1: 50/379] [94mtest[39m loss: 0.441848 accuracy: 0.843750
[1: 51/379] train loss: 0.407446 accuracy: 0.875000
[1: 52/379] train loss: 0.333740 accuracy: 0.937500
[1: 53/379] train loss: 0.310528 accuracy: 0.875000
[1: 54/379] train loss: 0.688200 accuracy: 0.812500
[1: 55/379] train loss: 0.472416 accuracy: 0.812500
[1: 56/379] train loss: 0.344217 accuracy: 0.906250
[1: 57/379] train loss: 0.434468 accuracy: 0.843750
[1: 58/379] train loss: 0.242267 accuracy: 0.906250
[1: 59/379] train loss: 0.464678 accuracy: 0.843750
[1: 60/379] train loss: 0.338038 accuracy: 0.906250
[1: 60/379] [94mtest[39m loss: 0.050009 accuracy: 0.968750
[1: 61/379] train loss: 0.264635 accuracy: 0.906250
[1: 62/379] train loss: 0.588840 accuracy: 0.843750
[1: 63/379] train loss: 0.332535 accuracy: 0.937500
[1: 64/379] train loss: 0.437458 accuracy: 0.843750
[1: 65/379] train loss: 0.311825 accuracy: 0.906250
[1: 66/379] train loss: 0.806000 accuracy: 0.875000
[1: 67/379] train loss: 0.386452 accuracy: 0.906250
[1: 68/379] train loss: 0.266178 accuracy: 0.937500
[1: 69/379] train loss: 0.446330 accuracy: 0.843750
[1: 70/379] train loss: 0.460318 accuracy: 0.843750
[1: 70/379] [94mtest[39m loss: 0.341130 accuracy: 0.906250
[1: 71/379] train loss: 0.340818 accuracy: 0.875000
[1: 72/379] train loss: 0.600099 accuracy: 0.781250
[1: 73/379] train loss: 0.506554 accuracy: 0.812500
[1: 74/379] train loss: 0.243419 accuracy: 0.937500
[1: 75/379] train loss: 0.399130 accuracy: 0.875000
[1: 76/379] train loss: 0.306098 accuracy: 0.875000
[1: 77/379] train loss: 0.177210 accuracy: 0.968750
[1: 78/379] train loss: 0.186541 accuracy: 0.937500
[1: 79/379] train loss: 0.248286 accuracy: 0.937500
[1: 80/379] train loss: 0.325985 accuracy: 0.906250
[1: 80/379] [94mtest[39m loss: 0.342637 accuracy: 0.906250
[1: 81/379] train loss: 0.209760 accuracy: 0.937500
[1: 82/379] train loss: 0.392302 accuracy: 0.875000
[1: 83/379] train loss: 0.218100 accuracy: 0.968750
[1: 84/379] train loss: 0.371893 accuracy: 0.906250
[1: 85/379] train loss: 0.169111 accuracy: 0.968750
[1: 86/379] train loss: 0.319240 accuracy: 0.937500
[1: 87/379] train loss: 0.187236 accuracy: 0.968750
[1: 88/379] train loss: 0.387223 accuracy: 0.906250
[1: 89/379] train loss: 0.252336 accuracy: 0.843750
[1: 90/379] train loss: 0.333713 accuracy: 0.875000
[1: 90/379] [94mtest[39m loss: 0.270443 accuracy: 0.937500
[1: 91/379] train loss: 0.160027 accuracy: 0.906250
[1: 92/379] train loss: 0.363380 accuracy: 0.906250
[1: 93/379] train loss: 0.642255 accuracy: 0.875000
[1: 94/379] train loss: 0.678590 accuracy: 0.750000
[1: 95/379] train loss: 0.258741 accuracy: 0.937500
[1: 96/379] train loss: 0.167413 accuracy: 0.937500
[1: 97/379] train loss: 0.251182 accuracy: 0.906250
[1: 98/379] train loss: 0.232235 accuracy: 0.937500
[1: 99/379] train loss: 0.344534 accuracy: 0.843750
[1: 100/379] train loss: 0.443556 accuracy: 0.906250
[1: 100/379] [94mtest[39m loss: 0.506775 accuracy: 0.812500
[1: 101/379] train loss: 0.169408 accuracy: 0.937500
[1: 102/379] train loss: 0.215737 accuracy: 0.906250
[1: 103/379] train loss: 0.664446 accuracy: 0.843750
[1: 104/379] train loss: 0.330865 accuracy: 0.906250
[1: 105/379] train loss: 0.227766 accuracy: 0.906250
[1: 106/379] train loss: 0.179415 accuracy: 0.937500
[1: 107/379] train loss: 0.295874 accuracy: 0.906250
[1: 108/379] train loss: 0.649115 accuracy: 0.781250
[1: 109/379] train loss: 0.462365 accuracy: 0.781250
[1: 110/379] train loss: 0.431881 accuracy: 0.875000
[1: 110/379] [94mtest[39m loss: 0.588905 accuracy: 0.875000
[1: 111/379] train loss: 0.582111 accuracy: 0.843750
[1: 112/379] train loss: 0.411569 accuracy: 0.843750
[1: 113/379] train loss: 0.343062 accuracy: 0.906250
[1: 114/379] train loss: 0.334859 accuracy: 0.781250
[1: 115/379] train loss: 0.229207 accuracy: 0.875000
[1: 116/379] train loss: 0.247002 accuracy: 0.937500
[1: 117/379] train loss: 0.537147 accuracy: 0.781250
[1: 118/379] train loss: 0.075720 accuracy: 1.000000
[1: 119/379] train loss: 0.296873 accuracy: 0.906250
[1: 120/379] train loss: 0.634109 accuracy: 0.812500
[1: 120/379] [94mtest[39m loss: 0.305974 accuracy: 0.875000
[1: 121/379] train loss: 0.295970 accuracy: 0.875000
[1: 122/379] train loss: 0.346300 accuracy: 0.875000
[1: 123/379] train loss: 0.517458 accuracy: 0.781250
[1: 124/379] train loss: 0.142610 accuracy: 1.000000
[1: 125/379] train loss: 0.653351 accuracy: 0.812500
[1: 126/379] train loss: 0.622515 accuracy: 0.812500
[1: 127/379] train loss: 0.296762 accuracy: 0.906250
[1: 128/379] train loss: 0.142492 accuracy: 0.937500
[1: 129/379] train loss: 0.438756 accuracy: 0.906250
[1: 130/379] train loss: 0.492377 accuracy: 0.843750
[1: 130/379] [94mtest[39m loss: 0.286629 accuracy: 0.875000
[1: 131/379] train loss: 0.242024 accuracy: 0.937500
[1: 132/379] train loss: 0.506246 accuracy: 0.781250
[1: 133/379] train loss: 0.428939 accuracy: 0.906250
[1: 134/379] train loss: 0.506025 accuracy: 0.906250
[1: 135/379] train loss: 0.510125 accuracy: 0.843750
[1: 136/379] train loss: 0.516430 accuracy: 0.843750
[1: 137/379] train loss: 0.224014 accuracy: 0.906250
[1: 138/379] train loss: 0.315263 accuracy: 0.937500
[1: 139/379] train loss: 0.434789 accuracy: 0.875000
[1: 140/379] train loss: 0.350711 accuracy: 0.937500
[1: 140/379] [94mtest[39m loss: 0.213024 accuracy: 0.937500
[1: 141/379] train loss: 0.361369 accuracy: 0.906250
[1: 142/379] train loss: 0.394690 accuracy: 0.843750
[1: 143/379] train loss: 0.600208 accuracy: 0.843750
[1: 144/379] train loss: 0.323663 accuracy: 0.906250
[1: 145/379] train loss: 0.587654 accuracy: 0.843750
[1: 146/379] train loss: 0.339183 accuracy: 0.906250
[1: 147/379] train loss: 0.682535 accuracy: 0.781250
[1: 148/379] train loss: 0.144149 accuracy: 0.968750
[1: 149/379] train loss: 0.300587 accuracy: 0.875000
[1: 150/379] train loss: 0.646567 accuracy: 0.812500
[1: 150/379] [94mtest[39m loss: 0.324919 accuracy: 0.906250
[1: 151/379] train loss: 0.164168 accuracy: 0.968750
[1: 152/379] train loss: 0.344262 accuracy: 0.875000
[1: 153/379] train loss: 0.364745 accuracy: 0.875000
[1: 154/379] train loss: 0.180492 accuracy: 0.968750
[1: 155/379] train loss: 0.245115 accuracy: 0.937500
[1: 156/379] train loss: 0.496643 accuracy: 0.843750
[1: 157/379] train loss: 0.428675 accuracy: 0.875000
[1: 158/379] train loss: 0.445648 accuracy: 0.875000
[1: 159/379] train loss: 0.151729 accuracy: 0.968750
[1: 160/379] train loss: 0.214101 accuracy: 0.968750
[1: 160/379] [94mtest[39m loss: 0.385114 accuracy: 0.875000
[1: 161/379] train loss: 0.203959 accuracy: 0.968750
[1: 162/379] train loss: 0.684628 accuracy: 0.750000
[1: 163/379] train loss: 0.467487 accuracy: 0.875000
[1: 164/379] train loss: 0.187161 accuracy: 0.968750
[1: 165/379] train loss: 0.238919 accuracy: 0.906250
[1: 166/379] train loss: 0.405603 accuracy: 0.906250
[1: 167/379] train loss: 0.250336 accuracy: 0.937500
[1: 168/379] train loss: 0.300105 accuracy: 0.906250
[1: 169/379] train loss: 0.220920 accuracy: 0.937500
[1: 170/379] train loss: 0.302900 accuracy: 0.906250
[1: 170/379] [94mtest[39m loss: 0.318380 accuracy: 0.906250
[1: 171/379] train loss: 0.215051 accuracy: 0.937500
[1: 172/379] train loss: 0.804612 accuracy: 0.843750
[1: 173/379] train loss: 0.184153 accuracy: 0.906250
[1: 174/379] train loss: 0.587650 accuracy: 0.718750
[1: 175/379] train loss: 0.338223 accuracy: 0.906250
[1: 176/379] train loss: 0.402705 accuracy: 0.906250
[1: 177/379] train loss: 0.224781 accuracy: 0.906250
[1: 178/379] train loss: 0.272816 accuracy: 0.937500
[1: 179/379] train loss: 0.213502 accuracy: 0.906250
[1: 180/379] train loss: 0.251896 accuracy: 0.906250
[1: 180/379] [94mtest[39m loss: 0.258551 accuracy: 0.906250
[1: 181/379] train loss: 0.385386 accuracy: 0.875000
[1: 182/379] train loss: 0.338653 accuracy: 0.906250
[1: 183/379] train loss: 0.281455 accuracy: 0.937500
[1: 184/379] train loss: 0.351292 accuracy: 0.843750
[1: 185/379] train loss: 0.439767 accuracy: 0.875000
[1: 186/379] train loss: 0.373533 accuracy: 0.937500
[1: 187/379] train loss: 0.268892 accuracy: 0.875000
[1: 188/379] train loss: 0.560235 accuracy: 0.812500
[1: 189/379] train loss: 0.146426 accuracy: 0.937500
[1: 190/379] train loss: 0.182137 accuracy: 0.937500
[1: 190/379] [94mtest[39m loss: 0.304695 accuracy: 0.906250
[1: 191/379] train loss: 0.538567 accuracy: 0.843750
[1: 192/379] train loss: 0.159660 accuracy: 0.968750
[1: 193/379] train loss: 0.217326 accuracy: 0.937500
[1: 194/379] train loss: 0.393718 accuracy: 0.906250
[1: 195/379] train loss: 0.093096 accuracy: 0.968750
[1: 196/379] train loss: 0.173329 accuracy: 0.937500
[1: 197/379] train loss: 0.433509 accuracy: 0.781250
[1: 198/379] train loss: 0.378117 accuracy: 0.843750
[1: 199/379] train loss: 0.438613 accuracy: 0.812500
[1: 200/379] train loss: 0.285060 accuracy: 0.875000
[1: 200/379] [94mtest[39m loss: 0.225872 accuracy: 0.937500
[1: 201/379] train loss: 0.315429 accuracy: 0.875000
[1: 202/379] train loss: 0.064436 accuracy: 1.000000
[1: 203/379] train loss: 0.360984 accuracy: 0.843750
[1: 204/379] train loss: 0.263447 accuracy: 0.906250
[1: 205/379] train loss: 0.479682 accuracy: 0.906250
[1: 206/379] train loss: 0.107480 accuracy: 0.968750
[1: 207/379] train loss: 0.172005 accuracy: 0.968750
[1: 208/379] train loss: 0.325300 accuracy: 0.875000
[1: 209/379] train loss: 0.153756 accuracy: 0.937500
[1: 210/379] train loss: 0.250343 accuracy: 0.906250
[1: 210/379] [94mtest[39m loss: 0.321920 accuracy: 0.937500
[1: 211/379] train loss: 0.263478 accuracy: 0.937500
[1: 212/379] train loss: 0.342254 accuracy: 0.875000
[1: 213/379] train loss: 0.253299 accuracy: 0.937500
[1: 214/379] train loss: 0.396348 accuracy: 0.906250
[1: 215/379] train loss: 0.433945 accuracy: 0.937500
[1: 216/379] train loss: 0.096184 accuracy: 1.000000
[1: 217/379] train loss: 0.370326 accuracy: 0.906250
[1: 218/379] train loss: 0.208368 accuracy: 0.906250
[1: 219/379] train loss: 0.296740 accuracy: 0.937500
[1: 220/379] train loss: 0.248279 accuracy: 0.906250
[1: 220/379] [94mtest[39m loss: 0.326696 accuracy: 0.906250
[1: 221/379] train loss: 0.330404 accuracy: 0.906250
[1: 222/379] train loss: 0.433954 accuracy: 0.906250
[1: 223/379] train loss: 0.274613 accuracy: 0.937500
[1: 224/379] train loss: 0.538492 accuracy: 0.906250
[1: 225/379] train loss: 0.477622 accuracy: 0.875000
[1: 226/379] train loss: 0.250569 accuracy: 0.937500
[1: 227/379] train loss: 0.243066 accuracy: 0.937500
[1: 228/379] train loss: 0.201712 accuracy: 0.968750
[1: 229/379] train loss: 0.122994 accuracy: 0.937500
[1: 230/379] train loss: 0.149229 accuracy: 0.968750
[1: 230/379] [94mtest[39m loss: 0.097368 accuracy: 0.968750
[1: 231/379] train loss: 0.493172 accuracy: 0.875000
[1: 232/379] train loss: 0.091921 accuracy: 1.000000
[1: 233/379] train loss: 0.232621 accuracy: 0.937500
[1: 234/379] train loss: 0.283257 accuracy: 0.906250
[1: 235/379] train loss: 0.141097 accuracy: 0.937500
[1: 236/379] train loss: 0.359132 accuracy: 0.906250
[1: 237/379] train loss: 0.155201 accuracy: 0.968750
[1: 238/379] train loss: 0.084941 accuracy: 0.968750
[1: 239/379] train loss: 0.034865 accuracy: 1.000000
[1: 240/379] train loss: 0.300318 accuracy: 0.843750
[1: 240/379] [94mtest[39m loss: 0.637729 accuracy: 0.843750
[1: 241/379] train loss: 0.684219 accuracy: 0.875000
[1: 242/379] train loss: 0.365486 accuracy: 0.875000
[1: 243/379] train loss: 0.137183 accuracy: 0.968750
[1: 244/379] train loss: 0.732973 accuracy: 0.843750
[1: 245/379] train loss: 0.117452 accuracy: 0.968750
[1: 246/379] train loss: 0.248748 accuracy: 0.906250
[1: 247/379] train loss: 0.774012 accuracy: 0.812500
[1: 248/379] train loss: 0.173832 accuracy: 0.937500
[1: 249/379] train loss: 0.250934 accuracy: 0.906250
[1: 250/379] train loss: 0.147618 accuracy: 0.937500
[1: 250/379] [94mtest[39m loss: 0.361899 accuracy: 0.906250
[1: 251/379] train loss: 0.276959 accuracy: 0.875000
[1: 252/379] train loss: 0.579840 accuracy: 0.843750
[1: 253/379] train loss: 0.495846 accuracy: 0.843750
[1: 254/379] train loss: 0.145176 accuracy: 0.968750
[1: 255/379] train loss: 0.620336 accuracy: 0.812500
[1: 256/379] train loss: 0.320467 accuracy: 0.875000
[1: 257/379] train loss: 0.134169 accuracy: 0.968750
[1: 258/379] train loss: 0.199729 accuracy: 0.968750
[1: 259/379] train loss: 0.234796 accuracy: 0.937500
[1: 260/379] train loss: 0.445779 accuracy: 0.843750
[1: 260/379] [94mtest[39m loss: 0.199373 accuracy: 0.906250
[1: 261/379] train loss: 0.303773 accuracy: 0.906250
[1: 262/379] train loss: 0.190880 accuracy: 0.906250
[1: 263/379] train loss: 0.661363 accuracy: 0.781250
[1: 264/379] train loss: 0.128972 accuracy: 0.968750
[1: 265/379] train loss: 0.421260 accuracy: 0.906250
[1: 266/379] train loss: 0.476753 accuracy: 0.843750
[1: 267/379] train loss: 0.071087 accuracy: 1.000000
[1: 268/379] train loss: 0.347025 accuracy: 0.937500
[1: 269/379] train loss: 0.255890 accuracy: 0.937500
[1: 270/379] train loss: 0.299067 accuracy: 0.875000
[1: 270/379] [94mtest[39m loss: 0.279947 accuracy: 0.937500
[1: 271/379] train loss: 0.070080 accuracy: 1.000000
[1: 272/379] train loss: 0.219338 accuracy: 0.875000
[1: 273/379] train loss: 0.657733 accuracy: 0.875000
[1: 274/379] train loss: 0.598734 accuracy: 0.875000
[1: 275/379] train loss: 0.241490 accuracy: 0.906250
[1: 276/379] train loss: 0.323715 accuracy: 0.937500
[1: 277/379] train loss: 0.388630 accuracy: 0.875000
[1: 278/379] train loss: 0.349934 accuracy: 0.906250
[1: 279/379] train loss: 0.345297 accuracy: 0.906250
[1: 280/379] train loss: 0.223638 accuracy: 0.906250
[1: 280/379] [94mtest[39m loss: 0.283167 accuracy: 0.875000
[1: 281/379] train loss: 0.259034 accuracy: 0.843750
[1: 282/379] train loss: 0.307561 accuracy: 0.906250
[1: 283/379] train loss: 0.267649 accuracy: 0.906250
[1: 284/379] train loss: 0.112769 accuracy: 0.968750
[1: 285/379] train loss: 0.277380 accuracy: 0.937500
[1: 286/379] train loss: 0.072060 accuracy: 0.968750
[1: 287/379] train loss: 0.519965 accuracy: 0.875000
[1: 288/379] train loss: 0.974848 accuracy: 0.750000
[1: 289/379] train loss: 0.137402 accuracy: 0.937500
[1: 290/379] train loss: 0.219109 accuracy: 0.937500
[1: 290/379] [94mtest[39m loss: 0.519324 accuracy: 0.781250
[1: 291/379] train loss: 0.336446 accuracy: 0.875000
[1: 292/379] train loss: 0.299998 accuracy: 0.843750
[1: 293/379] train loss: 0.216379 accuracy: 0.937500
[1: 294/379] train loss: 0.446320 accuracy: 0.906250
[1: 295/379] train loss: 0.469836 accuracy: 0.843750
[1: 296/379] train loss: 0.423885 accuracy: 0.906250
[1: 297/379] train loss: 0.405656 accuracy: 0.875000
[1: 298/379] train loss: 0.217540 accuracy: 0.937500
[1: 299/379] train loss: 0.130623 accuracy: 0.968750
[1: 300/379] train loss: 0.359229 accuracy: 0.875000
[1: 300/379] [94mtest[39m loss: 0.214694 accuracy: 0.906250
[1: 301/379] train loss: 0.471706 accuracy: 0.875000
[1: 302/379] train loss: 0.220251 accuracy: 0.937500
[1: 303/379] train loss: 0.582977 accuracy: 0.812500
[1: 304/379] train loss: 0.176527 accuracy: 0.937500
[1: 305/379] train loss: 0.267414 accuracy: 0.937500
[1: 306/379] train loss: 0.524303 accuracy: 0.718750
[1: 307/379] train loss: 0.389026 accuracy: 0.906250
[1: 308/379] train loss: 0.229053 accuracy: 0.968750
[1: 309/379] train loss: 0.183848 accuracy: 0.937500
[1: 310/379] train loss: 0.322694 accuracy: 0.906250
[1: 310/379] [94mtest[39m loss: 0.337978 accuracy: 0.906250
[1: 311/379] train loss: 0.176022 accuracy: 0.937500
[1: 312/379] train loss: 0.101468 accuracy: 0.968750
[1: 313/379] train loss: 0.369771 accuracy: 0.906250
[1: 314/379] train loss: 0.557919 accuracy: 0.843750
[1: 315/379] train loss: 0.150550 accuracy: 0.968750
[1: 316/379] train loss: 0.101962 accuracy: 1.000000
[1: 317/379] train loss: 0.165435 accuracy: 0.968750
[1: 318/379] train loss: 0.168330 accuracy: 0.937500
[1: 319/379] train loss: 0.350037 accuracy: 0.906250
[1: 320/379] train loss: 0.112887 accuracy: 0.968750
[1: 320/379] [94mtest[39m loss: 0.145986 accuracy: 0.968750
[1: 321/379] train loss: 0.123047 accuracy: 0.968750
[1: 322/379] train loss: 0.395430 accuracy: 0.875000
[1: 323/379] train loss: 0.574542 accuracy: 0.875000
[1: 324/379] train loss: 0.375648 accuracy: 0.875000
[1: 325/379] train loss: 0.222873 accuracy: 0.937500
[1: 326/379] train loss: 0.353063 accuracy: 0.875000
[1: 327/379] train loss: 0.355085 accuracy: 0.906250
[1: 328/379] train loss: 0.408125 accuracy: 0.937500
[1: 329/379] train loss: 0.149013 accuracy: 0.968750
[1: 330/379] train loss: 0.502411 accuracy: 0.843750
[1: 330/379] [94mtest[39m loss: 0.180528 accuracy: 0.968750
[1: 331/379] train loss: 0.546443 accuracy: 0.875000
[1: 332/379] train loss: 0.242131 accuracy: 0.937500
[1: 333/379] train loss: 0.117944 accuracy: 0.968750
[1: 334/379] train loss: 0.342389 accuracy: 0.906250
[1: 335/379] train loss: 0.321612 accuracy: 0.875000
[1: 336/379] train loss: 0.223258 accuracy: 0.906250
[1: 337/379] train loss: 0.227691 accuracy: 0.937500
[1: 338/379] train loss: 0.276360 accuracy: 0.906250
[1: 339/379] train loss: 0.282677 accuracy: 0.875000
[1: 340/379] train loss: 0.330901 accuracy: 0.812500
[1: 340/379] [94mtest[39m loss: 0.243339 accuracy: 0.937500
[1: 341/379] train loss: 0.535238 accuracy: 0.781250
[1: 342/379] train loss: 0.233780 accuracy: 0.906250
[1: 343/379] train loss: 0.144698 accuracy: 0.937500
[1: 344/379] train loss: 0.163304 accuracy: 0.968750
[1: 345/379] train loss: 0.309283 accuracy: 0.875000
[1: 346/379] train loss: 0.146333 accuracy: 0.968750
[1: 347/379] train loss: 0.076048 accuracy: 1.000000
[1: 348/379] train loss: 0.792834 accuracy: 0.750000
[1: 349/379] train loss: 0.464316 accuracy: 0.875000
[1: 350/379] train loss: 0.370596 accuracy: 0.906250
[1: 350/379] [94mtest[39m loss: 0.348294 accuracy: 0.906250
[1: 351/379] train loss: 0.514255 accuracy: 0.812500
[1: 352/379] train loss: 0.269459 accuracy: 0.937500
[1: 353/379] train loss: 0.218989 accuracy: 0.937500
[1: 354/379] train loss: 0.207983 accuracy: 0.937500
[1: 355/379] train loss: 0.207725 accuracy: 0.937500
[1: 356/379] train loss: 0.238983 accuracy: 0.937500
[1: 357/379] train loss: 0.187981 accuracy: 0.906250
[1: 358/379] train loss: 0.127190 accuracy: 0.937500
[1: 359/379] train loss: 0.253600 accuracy: 0.937500
[1: 360/379] train loss: 0.184317 accuracy: 0.937500
[1: 360/379] [94mtest[39m loss: 0.194626 accuracy: 0.906250
[1: 361/379] train loss: 0.389122 accuracy: 0.906250
[1: 362/379] train loss: 0.285024 accuracy: 0.906250
[1: 363/379] train loss: 0.124758 accuracy: 1.000000
[1: 364/379] train loss: 0.406679 accuracy: 0.906250
[1: 365/379] train loss: 0.041622 accuracy: 1.000000
[1: 366/379] train loss: 0.183543 accuracy: 0.906250
[1: 367/379] train loss: 0.406795 accuracy: 0.875000
[1: 368/379] train loss: 0.393106 accuracy: 0.843750
[1: 369/379] train loss: 0.157620 accuracy: 0.937500
[1: 370/379] train loss: 0.567029 accuracy: 0.781250
[1: 370/379] [94mtest[39m loss: 0.118756 accuracy: 0.937500
[1: 371/379] train loss: 0.488546 accuracy: 0.875000
[1: 372/379] train loss: 0.276392 accuracy: 0.906250
[1: 373/379] train loss: 0.035455 accuracy: 1.000000
[1: 374/379] train loss: 0.180201 accuracy: 0.968750
[1: 375/379] train loss: 0.485896 accuracy: 0.843750
[1: 376/379] train loss: 0.552913 accuracy: 0.843750
[1: 377/379] train loss: 0.629380 accuracy: 0.875000
[1: 378/379] train loss: 0.288713 accuracy: 0.906250
[1: 379/379] train loss: 0.605901 accuracy: 0.250000
[2: 0/379] train loss: 0.369368 accuracy: 0.843750
[2: 0/379] [94mtest[39m loss: 0.227345 accuracy: 0.906250
[2: 1/379] train loss: 0.449934 accuracy: 0.875000
[2: 2/379] train loss: 0.296971 accuracy: 0.875000
[2: 3/379] train loss: 0.402963 accuracy: 0.906250
[2: 4/379] train loss: 0.454272 accuracy: 0.906250
[2: 5/379] train loss: 0.475919 accuracy: 0.843750
[2: 6/379] train loss: 0.601739 accuracy: 0.843750
[2: 7/379] train loss: 0.652519 accuracy: 0.875000
[2: 8/379] train loss: 0.615402 accuracy: 0.781250
[2: 9/379] train loss: 0.675231 accuracy: 0.843750
[2: 10/379] train loss: 0.296822 accuracy: 0.875000
[2: 10/379] [94mtest[39m loss: 0.245492 accuracy: 0.937500
[2: 11/379] train loss: 0.372204 accuracy: 0.843750
[2: 12/379] train loss: 0.179329 accuracy: 1.000000
[2: 13/379] train loss: 0.187491 accuracy: 0.937500
[2: 14/379] train loss: 0.204552 accuracy: 0.875000
[2: 15/379] train loss: 0.449978 accuracy: 0.843750
[2: 16/379] train loss: 0.296051 accuracy: 0.906250
[2: 17/379] train loss: 0.401082 accuracy: 0.906250
[2: 18/379] train loss: 0.320507 accuracy: 0.906250
[2: 19/379] train loss: 0.143757 accuracy: 0.968750
[2: 20/379] train loss: 0.244403 accuracy: 0.937500
[2: 20/379] [94mtest[39m loss: 0.428387 accuracy: 0.875000
[2: 21/379] train loss: 0.247174 accuracy: 0.937500
[2: 22/379] train loss: 0.133015 accuracy: 0.937500
[2: 23/379] train loss: 0.239419 accuracy: 0.937500
[2: 24/379] train loss: 0.231216 accuracy: 0.968750
[2: 25/379] train loss: 0.275291 accuracy: 0.906250
[2: 26/379] train loss: 0.352079 accuracy: 0.906250
[2: 27/379] train loss: 0.209741 accuracy: 0.937500
[2: 28/379] train loss: 0.175848 accuracy: 0.937500
[2: 29/379] train loss: 0.105924 accuracy: 0.968750
[2: 30/379] train loss: 0.246004 accuracy: 0.968750
[2: 30/379] [94mtest[39m loss: 0.090250 accuracy: 0.968750
[2: 31/379] train loss: 0.405545 accuracy: 0.812500
[2: 32/379] train loss: 0.508439 accuracy: 0.843750
[2: 33/379] train loss: 0.117103 accuracy: 1.000000
[2: 34/379] train loss: 0.440812 accuracy: 0.843750
[2: 35/379] train loss: 0.342363 accuracy: 0.875000
[2: 36/379] train loss: 0.268685 accuracy: 0.906250
[2: 37/379] train loss: 0.184442 accuracy: 0.906250
[2: 38/379] train loss: 0.144434 accuracy: 0.937500
[2: 39/379] train loss: 0.249412 accuracy: 0.937500
[2: 40/379] train loss: 0.092560 accuracy: 0.968750
[2: 40/379] [94mtest[39m loss: 0.070453 accuracy: 1.000000
[2: 41/379] train loss: 0.695929 accuracy: 0.843750
[2: 42/379] train loss: 0.110106 accuracy: 0.968750
[2: 43/379] train loss: 0.515256 accuracy: 0.843750
[2: 44/379] train loss: 0.305108 accuracy: 0.937500
[2: 45/379] train loss: 0.271416 accuracy: 0.906250
[2: 46/379] train loss: 0.198662 accuracy: 0.937500
[2: 47/379] train loss: 0.239224 accuracy: 0.906250
[2: 48/379] train loss: 0.149673 accuracy: 0.906250
[2: 49/379] train loss: 0.279411 accuracy: 0.906250
[2: 50/379] train loss: 0.222592 accuracy: 0.906250
[2: 50/379] [94mtest[39m loss: 0.106349 accuracy: 0.937500
[2: 51/379] train loss: 0.231769 accuracy: 0.968750
[2: 52/379] train loss: 0.726333 accuracy: 0.843750
[2: 53/379] train loss: 0.578996 accuracy: 0.843750
[2: 54/379] train loss: 0.361244 accuracy: 0.937500
[2: 55/379] train loss: 0.219850 accuracy: 0.906250
[2: 56/379] train loss: 0.319337 accuracy: 0.906250
[2: 57/379] train loss: 0.179542 accuracy: 0.968750
[2: 58/379] train loss: 0.315281 accuracy: 0.906250
[2: 59/379] train loss: 0.141287 accuracy: 0.968750
[2: 60/379] train loss: 0.120710 accuracy: 0.968750
[2: 60/379] [94mtest[39m loss: 0.060048 accuracy: 0.968750
[2: 61/379] train loss: 0.252257 accuracy: 0.937500
[2: 62/379] train loss: 0.242911 accuracy: 0.906250
[2: 63/379] train loss: 0.090990 accuracy: 1.000000
[2: 64/379] train loss: 0.293840 accuracy: 0.937500
[2: 65/379] train loss: 0.162464 accuracy: 0.968750
[2: 66/379] train loss: 0.091614 accuracy: 0.968750
[2: 67/379] train loss: 0.094765 accuracy: 0.968750
[2: 68/379] train loss: 0.301564 accuracy: 0.875000
[2: 69/379] train loss: 0.283546 accuracy: 0.937500
[2: 70/379] train loss: 0.200394 accuracy: 0.937500
[2: 70/379] [94mtest[39m loss: 0.152531 accuracy: 0.968750
[2: 71/379] train loss: 0.445500 accuracy: 0.875000
[2: 72/379] train loss: 0.228654 accuracy: 0.906250
[2: 73/379] train loss: 0.302198 accuracy: 0.937500
[2: 74/379] train loss: 0.354103 accuracy: 0.906250
[2: 75/379] train loss: 0.651097 accuracy: 0.875000
[2: 76/379] train loss: 0.265198 accuracy: 0.906250
[2: 77/379] train loss: 0.175900 accuracy: 0.937500
