/home/haoran/.local/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
[1: 35/379] train loss: 0.238496 accuracy: 0.906250
[1: 36/379] train loss: 0.387555 accuracy: 0.906250
[1: 37/379] train loss: 0.131312 accuracy: 0.968750
[1: 38/379] train loss: 0.182794 accuracy: 0.906250
[1: 39/379] train loss: 0.508420 accuracy: 0.812500
[1: 40/379] train loss: 0.263114 accuracy: 0.937500
[1: 40/379] [94mtest[39m loss: 0.371484 accuracy: 0.875000
[1: 41/379] train loss: 0.197511 accuracy: 0.968750
[1: 42/379] train loss: 0.410232 accuracy: 0.906250
[1: 43/379] train loss: 0.300697 accuracy: 0.937500
[1: 44/379] train loss: 0.351187 accuracy: 0.937500
[1: 45/379] train loss: 0.607542 accuracy: 0.812500
[1: 46/379] train loss: 0.368641 accuracy: 0.906250
[1: 47/379] train loss: 0.198884 accuracy: 0.937500
[1: 48/379] train loss: 0.653084 accuracy: 0.906250
[1: 49/379] train loss: 0.379419 accuracy: 0.906250
[1: 50/379] train loss: 0.506000 accuracy: 0.875000
[1: 50/379] [94mtest[39m loss: 0.411024 accuracy: 0.937500
[1: 51/379] train loss: 0.431614 accuracy: 0.781250
[1: 52/379] train loss: 0.329240 accuracy: 0.906250
[1: 53/379] train loss: 0.460203 accuracy: 0.937500
[1: 54/379] train loss: 0.097917 accuracy: 0.968750
[1: 55/379] train loss: 0.389458 accuracy: 0.937500
[1: 56/379] train loss: 0.688379 accuracy: 0.875000
[1: 57/379] train loss: 0.623203 accuracy: 0.812500
[1: 58/379] train loss: 0.337603 accuracy: 0.906250
[1: 59/379] train loss: 0.298201 accuracy: 0.937500
[1: 60/379] train loss: 0.424445 accuracy: 0.843750
[1: 60/379] [94mtest[39m loss: 0.133335 accuracy: 0.968750
[1: 61/379] train loss: 0.230575 accuracy: 0.937500
[1: 62/379] train loss: 0.359482 accuracy: 0.875000
[1: 63/379] train loss: 0.509643 accuracy: 0.843750
[1: 64/379] train loss: 0.618266 accuracy: 0.906250
[1: 65/379] train loss: 0.539668 accuracy: 0.812500
[1: 66/379] train loss: 0.521064 accuracy: 0.937500
[1: 67/379] train loss: 0.219568 accuracy: 0.906250
[1: 68/379] train loss: 0.150067 accuracy: 0.937500
[1: 69/379] train loss: 0.432614 accuracy: 0.875000
[1: 70/379] train loss: 0.481871 accuracy: 0.843750
[1: 70/379] [94mtest[39m loss: 0.541095 accuracy: 0.906250
[1: 71/379] train loss: 0.169004 accuracy: 0.968750
[1: 72/379] train loss: 0.326736 accuracy: 0.937500
[1: 73/379] train loss: 0.195503 accuracy: 0.968750
[1: 74/379] train loss: 0.378686 accuracy: 0.875000
[1: 75/379] train loss: 0.191992 accuracy: 0.968750
[1: 76/379] train loss: 0.422973 accuracy: 0.906250
[1: 77/379] train loss: 0.095282 accuracy: 1.000000
[1: 78/379] train loss: 0.386308 accuracy: 0.875000
[1: 79/379] train loss: 0.357923 accuracy: 0.906250
[1: 80/379] train loss: 0.199640 accuracy: 0.968750
[1: 80/379] [94mtest[39m loss: 0.772195 accuracy: 0.718750
[1: 81/379] train loss: 0.130343 accuracy: 0.968750
[1: 82/379] train loss: 0.264016 accuracy: 0.906250
[1: 83/379] train loss: 0.465705 accuracy: 0.843750
[1: 84/379] train loss: 0.316177 accuracy: 0.906250
[1: 85/379] train loss: 0.159312 accuracy: 0.968750
[1: 86/379] train loss: 0.386145 accuracy: 0.937500
[1: 87/379] train loss: 0.154554 accuracy: 0.937500
[1: 88/379] train loss: 0.447057 accuracy: 0.875000
[1: 89/379] train loss: 0.286861 accuracy: 0.906250
[1: 90/379] train loss: 0.304637 accuracy: 0.875000
[1: 90/379] [94mtest[39m loss: 0.231248 accuracy: 0.937500
[1: 91/379] train loss: 0.372682 accuracy: 0.906250
[1: 92/379] train loss: 0.480612 accuracy: 0.843750
[1: 93/379] train loss: 0.415379 accuracy: 0.906250
[1: 94/379] train loss: 0.397165 accuracy: 0.843750
[1: 95/379] train loss: 0.303740 accuracy: 0.875000
[1: 96/379] train loss: 0.472189 accuracy: 0.875000
[1: 97/379] train loss: 0.159490 accuracy: 0.937500
[1: 98/379] train loss: 0.608378 accuracy: 0.843750
[1: 99/379] train loss: 0.086154 accuracy: 1.000000
[1: 100/379] train loss: 0.263500 accuracy: 0.875000
[1: 100/379] [94mtest[39m loss: 0.210296 accuracy: 0.968750
[1: 101/379] train loss: 0.309330 accuracy: 0.875000
[1: 102/379] train loss: 0.538465 accuracy: 0.812500
[1: 103/379] train loss: 0.255747 accuracy: 0.906250
[1: 104/379] train loss: 0.511197 accuracy: 0.843750
[1: 105/379] train loss: 0.088477 accuracy: 1.000000
[1: 106/379] train loss: 0.411694 accuracy: 0.875000
[1: 107/379] train loss: 0.505199 accuracy: 0.875000
[1: 108/379] train loss: 0.217100 accuracy: 0.937500
[1: 109/379] train loss: 0.092189 accuracy: 1.000000
[1: 110/379] train loss: 0.181468 accuracy: 0.968750
[1: 110/379] [94mtest[39m loss: 0.078435 accuracy: 0.968750
[1: 111/379] train loss: 0.438369 accuracy: 0.875000
[1: 112/379] train loss: 0.526017 accuracy: 0.875000
[1: 113/379] train loss: 0.411276 accuracy: 0.906250
[1: 114/379] train loss: 0.468491 accuracy: 0.812500
[1: 115/379] train loss: 0.142191 accuracy: 1.000000
[1: 116/379] train loss: 0.340599 accuracy: 0.875000
[1: 117/379] train loss: 0.276423 accuracy: 0.937500
[1: 118/379] train loss: 0.516901 accuracy: 0.812500
[1: 119/379] train loss: 0.216423 accuracy: 0.937500
[1: 120/379] train loss: 0.565069 accuracy: 0.812500
[1: 120/379] [94mtest[39m loss: 0.345787 accuracy: 0.906250
[1: 121/379] train loss: 0.334342 accuracy: 0.843750
[1: 122/379] train loss: 0.565585 accuracy: 0.843750
[1: 123/379] train loss: 0.280174 accuracy: 0.906250
[1: 124/379] train loss: 0.546445 accuracy: 0.875000
[1: 125/379] train loss: 0.447624 accuracy: 0.875000
[1: 126/379] train loss: 0.340438 accuracy: 0.906250
[1: 127/379] train loss: 0.289914 accuracy: 0.875000
[1: 128/379] train loss: 0.596143 accuracy: 0.781250
[1: 129/379] train loss: 0.497805 accuracy: 0.875000
[1: 130/379] train loss: 0.309312 accuracy: 0.937500
[1: 130/379] [94mtest[39m loss: 0.470505 accuracy: 0.937500
[1: 131/379] train loss: 0.310970 accuracy: 0.875000
[1: 132/379] train loss: 0.293557 accuracy: 0.906250
[1: 133/379] train loss: 0.229366 accuracy: 0.937500
[1: 134/379] train loss: 0.588179 accuracy: 0.843750
[1: 135/379] train loss: 0.250400 accuracy: 0.937500
[1: 136/379] train loss: 0.117735 accuracy: 0.968750
[1: 137/379] train loss: 0.394145 accuracy: 0.906250
[1: 138/379] train loss: 0.536907 accuracy: 0.843750
[1: 139/379] train loss: 0.412442 accuracy: 0.875000
[1: 140/379] train loss: 0.137535 accuracy: 1.000000
[1: 140/379] [94mtest[39m loss: 0.294970 accuracy: 0.875000
[1: 141/379] train loss: 0.242654 accuracy: 0.906250
[1: 142/379] train loss: 0.423630 accuracy: 0.906250
[1: 143/379] train loss: 0.514064 accuracy: 0.812500
[1: 144/379] train loss: 0.473512 accuracy: 0.843750
[1: 145/379] train loss: 0.432483 accuracy: 0.906250
[1: 146/379] train loss: 0.638639 accuracy: 0.812500
[1: 147/379] train loss: 0.631092 accuracy: 0.781250
[1: 148/379] train loss: 0.552819 accuracy: 0.906250
[1: 149/379] train loss: 0.295497 accuracy: 0.875000
[1: 150/379] train loss: 0.352644 accuracy: 0.843750
[1: 150/379] [94mtest[39m loss: 0.152710 accuracy: 0.937500
[1: 151/379] train loss: 0.214991 accuracy: 0.937500
[1: 152/379] train loss: 0.544418 accuracy: 0.875000
[1: 153/379] train loss: 0.198430 accuracy: 0.937500
[1: 154/379] train loss: 0.762520 accuracy: 0.750000
[1: 155/379] train loss: 0.675195 accuracy: 0.875000
[1: 156/379] train loss: 0.564159 accuracy: 0.843750
[1: 157/379] train loss: 0.209256 accuracy: 0.937500
[1: 158/379] train loss: 0.222139 accuracy: 0.875000
[1: 159/379] train loss: 0.253193 accuracy: 0.937500
[1: 160/379] train loss: 0.365238 accuracy: 0.906250
[1: 160/379] [94mtest[39m loss: 0.425979 accuracy: 0.843750
[1: 161/379] train loss: 0.432197 accuracy: 0.875000
[1: 162/379] train loss: 0.172970 accuracy: 0.968750
[1: 163/379] train loss: 0.127344 accuracy: 0.968750
[1: 164/379] train loss: 0.246154 accuracy: 0.937500
[1: 165/379] train loss: 0.679677 accuracy: 0.812500
[1: 166/379] train loss: 0.161572 accuracy: 0.968750
[1: 167/379] train loss: 0.219539 accuracy: 0.906250
[1: 168/379] train loss: 0.221531 accuracy: 0.937500
[1: 169/379] train loss: 0.446147 accuracy: 0.906250
[1: 170/379] train loss: 0.264703 accuracy: 0.906250
[1: 170/379] [94mtest[39m loss: 0.602397 accuracy: 0.843750
[1: 171/379] train loss: 0.161769 accuracy: 0.968750
[1: 172/379] train loss: 0.358439 accuracy: 0.875000
[1: 173/379] train loss: 0.267056 accuracy: 0.906250
[1: 174/379] train loss: 0.496509 accuracy: 0.875000
[1: 175/379] train loss: 0.466166 accuracy: 0.812500
[1: 176/379] train loss: 0.510915 accuracy: 0.843750
[1: 177/379] train loss: 0.269348 accuracy: 0.906250
[1: 178/379] train loss: 0.090017 accuracy: 0.968750
[1: 179/379] train loss: 0.444934 accuracy: 0.875000
[1: 180/379] train loss: 0.480694 accuracy: 0.906250
[1: 180/379] [94mtest[39m loss: 0.319848 accuracy: 0.875000
[1: 181/379] train loss: 0.519741 accuracy: 0.843750
[1: 182/379] train loss: 0.504908 accuracy: 0.812500
[1: 183/379] train loss: 0.372766 accuracy: 0.906250
[1: 184/379] train loss: 1.290743 accuracy: 0.781250
[1: 185/379] train loss: 0.235466 accuracy: 0.906250
[1: 186/379] train loss: 0.523497 accuracy: 0.750000
[1: 187/379] train loss: 0.293937 accuracy: 0.875000
[1: 188/379] train loss: 0.264542 accuracy: 0.937500
[1: 189/379] train loss: 0.433379 accuracy: 0.843750
[1: 190/379] train loss: 0.499277 accuracy: 0.843750
[1: 190/379] [94mtest[39m loss: 0.297480 accuracy: 0.968750
[1: 191/379] train loss: 0.200701 accuracy: 0.968750
[1: 192/379] train loss: 0.323823 accuracy: 0.906250
[1: 193/379] train loss: 0.216234 accuracy: 0.937500
[1: 194/379] train loss: 0.484814 accuracy: 0.843750
[1: 195/379] train loss: 0.598072 accuracy: 0.781250
[1: 196/379] train loss: 0.113495 accuracy: 0.937500
[1: 197/379] train loss: 0.232084 accuracy: 0.937500
[1: 198/379] train loss: 0.551240 accuracy: 0.843750
[1: 199/379] train loss: 0.216475 accuracy: 0.937500
[1: 200/379] train loss: 0.241021 accuracy: 0.906250
[1: 200/379] [94mtest[39m loss: 0.100131 accuracy: 0.968750
[1: 201/379] train loss: 0.403536 accuracy: 0.875000
[1: 202/379] train loss: 0.309497 accuracy: 0.843750
[1: 203/379] train loss: 0.174495 accuracy: 0.937500
[1: 204/379] train loss: 0.291590 accuracy: 0.875000
[1: 205/379] train loss: 0.354069 accuracy: 0.937500
[1: 206/379] train loss: 0.267297 accuracy: 0.937500
[1: 207/379] train loss: 0.171483 accuracy: 0.968750
[1: 208/379] train loss: 0.170631 accuracy: 0.968750
[1: 209/379] train loss: 0.478886 accuracy: 0.875000
[1: 210/379] train loss: 0.177698 accuracy: 0.968750
[1: 210/379] [94mtest[39m loss: 0.120958 accuracy: 0.968750
[1: 211/379] train loss: 0.463678 accuracy: 0.843750
[1: 212/379] train loss: 0.172610 accuracy: 0.968750
[1: 213/379] train loss: 0.269590 accuracy: 0.875000
[1: 214/379] train loss: 0.183376 accuracy: 0.937500
[1: 215/379] train loss: 0.298477 accuracy: 0.906250
[1: 216/379] train loss: 0.233595 accuracy: 0.906250
[1: 217/379] train loss: 0.206517 accuracy: 0.968750
[1: 218/379] train loss: 0.545459 accuracy: 0.781250
[1: 219/379] train loss: 0.173495 accuracy: 0.937500
[1: 220/379] train loss: 0.271514 accuracy: 0.937500
[1: 220/379] [94mtest[39m loss: 0.141235 accuracy: 0.937500
[1: 221/379] train loss: 0.371347 accuracy: 0.875000
[1: 222/379] train loss: 0.254182 accuracy: 0.968750
[1: 223/379] train loss: 0.357228 accuracy: 0.843750
[1: 224/379] train loss: 0.428329 accuracy: 0.875000
[1: 225/379] train loss: 0.311238 accuracy: 0.875000
[1: 226/379] train loss: 0.213551 accuracy: 0.875000
[1: 227/379] train loss: 0.162237 accuracy: 0.937500
[1: 228/379] train loss: 0.150124 accuracy: 0.968750
[1: 229/379] train loss: 0.098769 accuracy: 1.000000
[1: 230/379] train loss: 0.202195 accuracy: 0.906250
[1: 230/379] [94mtest[39m loss: 0.213328 accuracy: 0.937500
[1: 231/379] train loss: 0.393280 accuracy: 0.843750
[1: 232/379] train loss: 0.596175 accuracy: 0.875000
[1: 233/379] train loss: 0.465324 accuracy: 0.906250
[1: 234/379] train loss: 0.381347 accuracy: 0.906250
[1: 235/379] train loss: 0.259047 accuracy: 0.906250
[1: 236/379] train loss: 0.208297 accuracy: 0.968750
[1: 237/379] train loss: 1.063140 accuracy: 0.750000
[1: 238/379] train loss: 0.342736 accuracy: 0.843750
[1: 239/379] train loss: 0.298028 accuracy: 0.906250
[1: 240/379] train loss: 0.230155 accuracy: 0.875000
[1: 240/379] [94mtest[39m loss: 0.654414 accuracy: 0.781250
[1: 241/379] train loss: 0.215588 accuracy: 0.937500
[1: 242/379] train loss: 0.167798 accuracy: 0.937500
[1: 243/379] train loss: 0.509039 accuracy: 0.875000
[1: 244/379] train loss: 0.171025 accuracy: 0.937500
[1: 245/379] train loss: 0.171702 accuracy: 0.968750
[1: 246/379] train loss: 0.399624 accuracy: 0.875000
[1: 247/379] train loss: 0.284649 accuracy: 0.968750
[1: 248/379] train loss: 0.200706 accuracy: 0.937500
[1: 249/379] train loss: 0.274404 accuracy: 0.937500
[1: 250/379] train loss: 0.187361 accuracy: 0.937500
[1: 250/379] [94mtest[39m loss: 0.447331 accuracy: 0.906250
[1: 251/379] train loss: 0.521698 accuracy: 0.843750
[1: 252/379] train loss: 0.912013 accuracy: 0.781250
[1: 253/379] train loss: 0.293417 accuracy: 0.906250
[1: 254/379] train loss: 0.277203 accuracy: 0.906250
[1: 255/379] train loss: 0.458004 accuracy: 0.906250
[1: 256/379] train loss: 0.330646 accuracy: 0.812500
[1: 257/379] train loss: 0.204285 accuracy: 0.968750
[1: 258/379] train loss: 0.237156 accuracy: 0.937500
[1: 259/379] train loss: 0.417943 accuracy: 0.937500
[1: 260/379] train loss: 0.635039 accuracy: 0.812500
[1: 260/379] [94mtest[39m loss: 0.532615 accuracy: 0.781250
[1: 261/379] train loss: 0.358142 accuracy: 0.906250
[1: 262/379] train loss: 0.194418 accuracy: 0.906250
[1: 263/379] train loss: 0.475490 accuracy: 0.906250
[1: 264/379] train loss: 0.252740 accuracy: 0.906250
[1: 265/379] train loss: 0.336648 accuracy: 0.906250
[1: 266/379] train loss: 0.151686 accuracy: 0.937500
[1: 267/379] train loss: 0.464101 accuracy: 0.906250
[1: 268/379] train loss: 0.454583 accuracy: 0.812500
[1: 269/379] train loss: 0.330491 accuracy: 0.843750
[1: 270/379] train loss: 0.373717 accuracy: 0.875000
[1: 270/379] [94mtest[39m loss: 0.407755 accuracy: 0.875000
[1: 271/379] train loss: 0.430163 accuracy: 0.875000
[1: 272/379] train loss: 0.241087 accuracy: 0.937500
[1: 273/379] train loss: 0.110054 accuracy: 0.937500
[1: 274/379] train loss: 0.548899 accuracy: 0.843750
[1: 275/379] train loss: 0.620170 accuracy: 0.781250
[1: 276/379] train loss: 0.207349 accuracy: 0.937500
[1: 277/379] train loss: 0.394856 accuracy: 0.875000
[1: 278/379] train loss: 0.624477 accuracy: 0.750000
[1: 279/379] train loss: 0.210591 accuracy: 0.937500
[1: 280/379] train loss: 0.190252 accuracy: 0.906250
[1: 280/379] [94mtest[39m loss: 0.256286 accuracy: 0.875000
[1: 281/379] train loss: 0.334681 accuracy: 0.906250
[1: 282/379] train loss: 0.209036 accuracy: 0.906250
[1: 283/379] train loss: 0.349452 accuracy: 0.906250
[1: 284/379] train loss: 0.772158 accuracy: 0.843750
[1: 285/379] train loss: 0.300911 accuracy: 0.906250
[1: 286/379] train loss: 0.364025 accuracy: 0.875000
[1: 287/379] train loss: 0.302124 accuracy: 0.906250
[1: 288/379] train loss: 0.319669 accuracy: 0.937500
[1: 289/379] train loss: 0.261777 accuracy: 0.937500
[1: 290/379] train loss: 0.104255 accuracy: 0.968750
[1: 290/379] [94mtest[39m loss: 0.340003 accuracy: 0.968750
[1: 291/379] train loss: 0.221127 accuracy: 0.937500
[1: 292/379] train loss: 0.303555 accuracy: 0.875000
[1: 293/379] train loss: 0.296900 accuracy: 0.906250
[1: 294/379] train loss: 0.800870 accuracy: 0.781250
[1: 295/379] train loss: 0.174753 accuracy: 0.968750
[1: 296/379] train loss: 0.223942 accuracy: 0.937500
[1: 297/379] train loss: 0.514939 accuracy: 0.781250
[1: 298/379] train loss: 0.732188 accuracy: 0.750000
[1: 299/379] train loss: 1.121882 accuracy: 0.656250
[1: 300/379] train loss: 0.197773 accuracy: 0.906250
[1: 300/379] [94mtest[39m loss: 0.166101 accuracy: 0.937500
[1: 301/379] train loss: 0.431706 accuracy: 0.875000
[1: 302/379] train loss: 0.495650 accuracy: 0.875000
[1: 303/379] train loss: 0.417635 accuracy: 0.937500
[1: 304/379] train loss: 0.359416 accuracy: 0.906250
[1: 305/379] train loss: 0.376874 accuracy: 0.875000
[1: 306/379] train loss: 0.259922 accuracy: 0.937500
[1: 307/379] train loss: 0.201258 accuracy: 0.937500
[1: 308/379] train loss: 0.294131 accuracy: 0.906250
[1: 309/379] train loss: 0.693677 accuracy: 0.781250
[1: 310/379] train loss: 0.136554 accuracy: 1.000000
[1: 310/379] [94mtest[39m loss: 0.286374 accuracy: 0.937500
[1: 311/379] train loss: 0.395309 accuracy: 0.906250
[1: 312/379] train loss: 0.163443 accuracy: 0.968750
[1: 313/379] train loss: 0.179863 accuracy: 0.937500
[1: 314/379] train loss: 0.328096 accuracy: 0.937500
[1: 315/379] train loss: 0.335280 accuracy: 0.906250
[1: 316/379] train loss: 0.232164 accuracy: 0.937500
[1: 317/379] train loss: 0.129464 accuracy: 0.968750
[1: 318/379] train loss: 0.230916 accuracy: 0.906250
[1: 319/379] train loss: 0.558472 accuracy: 0.875000
[1: 320/379] train loss: 0.590500 accuracy: 0.812500
[1: 320/379] [94mtest[39m loss: 0.019932 accuracy: 1.000000
[1: 321/379] train loss: 0.396337 accuracy: 0.906250
[1: 322/379] train loss: 0.247641 accuracy: 0.875000
[1: 323/379] train loss: 0.190248 accuracy: 0.968750
[1: 324/379] train loss: 0.300404 accuracy: 0.906250
[1: 325/379] train loss: 0.347741 accuracy: 0.843750
[1: 326/379] train loss: 0.348986 accuracy: 0.843750
[1: 327/379] train loss: 0.328271 accuracy: 0.906250
[1: 328/379] train loss: 0.273464 accuracy: 0.906250
[1: 329/379] train loss: 0.258938 accuracy: 0.937500
[1: 330/379] train loss: 0.378042 accuracy: 0.906250
[1: 330/379] [94mtest[39m loss: 0.095020 accuracy: 0.968750
[1: 331/379] train loss: 0.376408 accuracy: 0.843750
[1: 332/379] train loss: 0.484040 accuracy: 0.875000
[1: 333/379] train loss: 0.382460 accuracy: 0.843750
[1: 334/379] train loss: 0.131473 accuracy: 0.968750
[1: 335/379] train loss: 0.380556 accuracy: 0.812500
[1: 336/379] train loss: 0.226913 accuracy: 0.937500
[1: 337/379] train loss: 0.209401 accuracy: 0.937500
[1: 338/379] train loss: 0.111465 accuracy: 0.968750
[1: 339/379] train loss: 0.323286 accuracy: 0.906250
[1: 340/379] train loss: 0.368050 accuracy: 0.906250
[1: 340/379] [94mtest[39m loss: 0.231180 accuracy: 0.906250
[1: 341/379] train loss: 0.237110 accuracy: 0.937500
[1: 342/379] train loss: 0.559475 accuracy: 0.843750
[1: 343/379] train loss: 0.239002 accuracy: 0.843750
[1: 344/379] train loss: 0.394656 accuracy: 0.875000
[1: 345/379] train loss: 0.372087 accuracy: 0.906250
[1: 346/379] train loss: 0.120863 accuracy: 0.937500
[1: 347/379] train loss: 0.204120 accuracy: 0.906250
[1: 348/379] train loss: 0.464386 accuracy: 0.906250
[1: 349/379] train loss: 0.236748 accuracy: 0.937500
[1: 350/379] train loss: 0.402594 accuracy: 0.843750
[1: 350/379] [94mtest[39m loss: 0.108971 accuracy: 0.968750
[1: 351/379] train loss: 0.344717 accuracy: 0.906250
[1: 352/379] train loss: 0.786261 accuracy: 0.718750
[1: 353/379] train loss: 0.175854 accuracy: 0.968750
[1: 354/379] train loss: 0.322769 accuracy: 0.906250
[1: 355/379] train loss: 0.343598 accuracy: 0.843750
[1: 356/379] train loss: 0.129947 accuracy: 1.000000
[1: 357/379] train loss: 0.262351 accuracy: 0.875000
[1: 358/379] train loss: 0.224474 accuracy: 0.937500
[1: 359/379] train loss: 0.253819 accuracy: 0.906250
[1: 360/379] train loss: 0.267941 accuracy: 0.906250
[1: 360/379] [94mtest[39m loss: 0.142607 accuracy: 0.937500
[1: 361/379] train loss: 0.515709 accuracy: 0.812500
[1: 362/379] train loss: 0.126064 accuracy: 0.968750
[1: 363/379] train loss: 0.588145 accuracy: 0.843750
[1: 364/379] train loss: 0.336489 accuracy: 0.937500
[1: 365/379] train loss: 0.831559 accuracy: 0.750000
[1: 366/379] train loss: 0.594936 accuracy: 0.843750
[1: 367/379] train loss: 0.290305 accuracy: 0.875000
[1: 368/379] train loss: 0.102149 accuracy: 0.968750
[1: 369/379] train loss: 0.468371 accuracy: 0.843750
[1: 370/379] train loss: 0.294862 accuracy: 0.875000
[1: 370/379] [94mtest[39m loss: 0.174061 accuracy: 0.906250
[1: 371/379] train loss: 0.505906 accuracy: 0.875000
[1: 372/379] train loss: 0.256076 accuracy: 0.906250
[1: 373/379] train loss: 0.496213 accuracy: 0.875000
[1: 374/379] train loss: 0.459436 accuracy: 0.906250
[1: 375/379] train loss: 0.392880 accuracy: 0.843750
[1: 376/379] train loss: 0.096508 accuracy: 0.968750
[1: 377/379] train loss: 0.322564 accuracy: 0.937500
[1: 378/379] train loss: 0.165575 accuracy: 0.937500
[1: 379/379] train loss: 0.848908 accuracy: 0.218750
[2: 0/379] train loss: 0.648713 accuracy: 0.781250
[2: 0/379] [94mtest[39m loss: 0.569826 accuracy: 0.781250
[2: 1/379] train loss: 0.215080 accuracy: 0.968750
[2: 2/379] train loss: 0.230521 accuracy: 0.968750
[2: 3/379] train loss: 0.240297 accuracy: 0.937500
[2: 4/379] train loss: 0.144906 accuracy: 1.000000
[2: 5/379] train loss: 0.185431 accuracy: 0.906250
[2: 6/379] train loss: 0.443311 accuracy: 0.875000
[2: 7/379] train loss: 0.250643 accuracy: 0.906250
[2: 8/379] train loss: 0.451966 accuracy: 0.937500
[2: 9/379] train loss: 0.216604 accuracy: 0.937500
[2: 10/379] train loss: 0.606604 accuracy: 0.875000
[2: 10/379] [94mtest[39m loss: 0.165471 accuracy: 0.968750
[2: 11/379] train loss: 0.508499 accuracy: 0.937500
[2: 12/379] train loss: 0.535199 accuracy: 0.812500
[2: 13/379] train loss: 0.261481 accuracy: 0.875000
[2: 14/379] train loss: 0.175761 accuracy: 0.968750
[2: 15/379] train loss: 0.318122 accuracy: 0.875000
[2: 16/379] train loss: 0.228269 accuracy: 0.937500
[2: 17/379] train loss: 0.408064 accuracy: 0.843750
[2: 18/379] train loss: 0.436529 accuracy: 0.875000
[2: 19/379] train loss: 0.293276 accuracy: 0.875000
[2: 20/379] train loss: 0.141065 accuracy: 1.000000
[2: 20/379] [94mtest[39m loss: 0.267023 accuracy: 0.906250
[2: 21/379] train loss: 0.136365 accuracy: 0.968750
[2: 22/379] train loss: 0.398369 accuracy: 0.875000
[2: 23/379] train loss: 0.183754 accuracy: 0.937500
[2: 24/379] train loss: 0.304464 accuracy: 0.937500
[2: 25/379] train loss: 0.608408 accuracy: 0.812500
[2: 26/379] train loss: 0.408308 accuracy: 0.937500
[2: 27/379] train loss: 0.337246 accuracy: 0.906250
[2: 28/379] train loss: 0.275171 accuracy: 0.906250
[2: 29/379] train loss: 0.069182 accuracy: 0.968750
[2: 30/379] train loss: 0.254535 accuracy: 0.906250
[2: 30/379] [94mtest[39m loss: 0.204444 accuracy: 0.937500
[2: 31/379] train loss: 0.380781 accuracy: 0.843750
[2: 32/379] train loss: 0.122194 accuracy: 0.968750
[2: 33/379] train loss: 0.106570 accuracy: 0.968750
[2: 34/379] train loss: 0.413674 accuracy: 0.875000
[2: 35/379] train loss: 0.120134 accuracy: 0.968750
[2: 36/379] train loss: 0.160382 accuracy: 0.968750
[2: 37/379] train loss: 0.374611 accuracy: 0.906250
[2: 38/379] train loss: 0.230409 accuracy: 0.968750
[2: 39/379] train loss: 0.156796 accuracy: 0.968750
[2: 40/379] train loss: 0.162234 accuracy: 0.937500
[2: 40/379] [94mtest[39m loss: 0.129347 accuracy: 0.968750
[2: 41/379] train loss: 0.152502 accuracy: 0.937500
[2: 42/379] train loss: 0.293268 accuracy: 0.937500
[2: 43/379] train loss: 0.125741 accuracy: 0.968750
[2: 44/379] train loss: 0.287742 accuracy: 0.937500
[2: 45/379] train loss: 0.219349 accuracy: 0.937500
[2: 46/379] train loss: 0.248228 accuracy: 0.937500
[2: 47/379] train loss: 0.093824 accuracy: 0.968750
[2: 48/379] train loss: 0.383423 accuracy: 0.937500
[2: 49/379] train loss: 0.392700 accuracy: 0.875000
[2: 50/379] train loss: 0.078387 accuracy: 1.000000
[2: 50/379] [94mtest[39m loss: 0.052609 accuracy: 1.000000
[2: 51/379] train loss: 0.438857 accuracy: 0.875000
[2: 52/379] train loss: 0.301901 accuracy: 0.968750
[2: 53/379] train loss: 0.439485 accuracy: 0.843750
[2: 54/379] train loss: 0.248520 accuracy: 0.937500
[2: 55/379] train loss: 0.187939 accuracy: 0.937500
[2: 56/379] train loss: 0.177111 accuracy: 0.906250
[2: 57/379] train loss: 0.102884 accuracy: 0.968750
[2: 58/379] train loss: 0.274218 accuracy: 0.937500
[2: 59/379] train loss: 0.199198 accuracy: 0.906250
[2: 60/379] train loss: 0.129026 accuracy: 0.937500
[2: 60/379] [94mtest[39m loss: 0.101525 accuracy: 0.937500
[2: 61/379] train loss: 0.499068 accuracy: 0.875000
[2: 62/379] train loss: 0.195859 accuracy: 0.937500
[2: 63/379] train loss: 0.356273 accuracy: 0.906250
[2: 64/379] train loss: 0.061760 accuracy: 0.968750
[2: 65/379] train loss: 0.274409 accuracy: 0.875000
[2: 66/379] train loss: 0.174622 accuracy: 0.937500
[2: 67/379] train loss: 0.468143 accuracy: 0.781250
[2: 68/379] train loss: 0.593293 accuracy: 0.812500
[2: 69/379] train loss: 0.217019 accuracy: 0.937500
[2: 70/379] train loss: 0.265632 accuracy: 0.906250
[2: 70/379] [94mtest[39m loss: 0.258336 accuracy: 0.937500
[2: 71/379] train loss: 0.106491 accuracy: 0.937500
[2: 72/379] train loss: 0.104737 accuracy: 0.968750
[2: 73/379] train loss: 0.083540 accuracy: 0.968750
[2: 74/379] train loss: 0.329592 accuracy: 0.875000
[2: 75/379] train loss: 0.436034 accuracy: 0.906250
[2: 76/379] train loss: 0.983085 accuracy: 0.781250
[2: 77/379] train loss: 0.124477 accuracy: 0.968750
